DrawDate,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Ball 6,Bonus Ball,Ball Set,Machine,Raffles,DrawNumber
19-Jul-2014,5,25,38,34,14,9,40,1,Guinevere,"AQUA28127894,AQUA31271235,AQUA40095370,AQUA53383686,AQUA84251850,AQUA96721389,BLUE05085784,BLUE18395500,BLUE28653055,BLUE61223955,GOLD21949591,GOLD55699342,GOLD71021455,GOLD91544932,GOLD91608780,GREY10636637,GREY61616623,JADE50142267,JADE67747012,JADE76987431,JADE84932179,LIME18173456,LIME32726189,LIME51044194,LIME79583855,LIME79654330,LIME85547237,NAVY39674672,NAVY64085742,PINK08846092,PINK34996660,PINK57445972,PINK70512214,PLUM68166718,PLUM80957285,PLUM81483981,ROSE31580735,ROSE42210345,ROSE88529174,RUBY10147606,RUBY23578184,RUBY41337432,RUBY48424399,RUBY59985022,TEAL09482964,TEAL22109146,TEAL40812669,TEAL40947778,TEAL54813500,TEAL69205854",1938
16-Jul-2014,11,47,22,27,49,4,33,3,Guinevere,"AQUA00745614,AQUA54931609,AQUA69732649,BLUE04008222,BLUE05797677,BLUE63427872,GOLD04109626,GOLD20313726,GOLD55567691,GOLD77212893,GREY18110052,GREY18337583,GREY33203996,GREY99074113,JADE44562109,JADE81794653,LIME00018358,LIME55395473,NAVY33157582,NAVY60947953,NAVY81927203,PINK44686827,PINK62039938,PINK64345581,PLUM53499061,PLUM68103678,PLUM69948036,PLUM79888435,PLUM87047619,ROSE12482225,ROSE80045295,ROSE80379664,ROSE95708360,RUBY04301069,RUBY08466747,RUBY31186265,RUBY35330663,RUBY54735482,RUBY58190578,RUBY64707961,RUBY73924838,RUBY80828703,RUBY81052602,RUBY82923263,RUBY98889406,TEAL19492904,TEAL32679382,TEAL43298421,TEAL71528476,TEAL79092732",1937
12-Jul-2014,23,43,3,28,19,37,34,3,Guinevere,"AQUA14906950,AQUA19217970,AQUA23776123,AQUA80858952,AQUA86819180,AQUA87499675,BLUE56200985,BLUE59730733,BLUE86004969,BLUE90020081,GOLD05987876,GOLD15048535,GOLD78067455,GOLD80273229,GOLD92474390,GREY23834387,GREY30017022,GREY42009421,GREY52893026,GREY69694566,GREY82461035,JADE09597519,JADE91963686,LIME13191562,LIME35014493,LIME36374285,LIME44228791,NAVY05154880,NAVY12463345,NAVY57341265,PINK04463290,PINK34446552,PINK44862779,PINK84515387,PINK88300779,PLUM02551540,PLUM38614753,ROSE33751249,ROSE35650271,ROSE66888269,RUBY04623627,RUBY09377660,RUBY33186029,RUBY34734091,RUBY51052654,RUBY93994175,TEAL16587164,TEAL28915966,TEAL53610186,TEAL85287133",1936
09-Jul-2014,43,12,3,8,39,11,18,4,Lancelot,"AQUA10169780,AQUA10525667,AQUA18389106,AQUA22287220,AQUA93317370,BLUE03984961,BLUE18180092,BLUE22571049,BLUE27770778,BLUE38045212,BLUE44950807,BLUE52871467,GOLD05499264,GOLD85364541,GOLD90787260,GOLD91437553,GOLD93292877,GOLD94534066,GREY07537895,GREY16377671,GREY18587647,GREY26685801,GREY28396838,GREY37202095,GREY44531697,GREY52032939,GREY60748766,GREY63972564,GREY64816987,GREY75298031,JADE14310587,JADE35779459,JADE36840471,JADE39620764,JADE49955792,JADE61380294,JADE64234880,JADE73312011,JADE87594236,LIME10559789,LIME29387820,LIME30674075,LIME37716848,LIME41744834,LIME44511221,LIME48368913,LIME58739630,LIME71029718,LIME85531608,LIME89677525,NAVY04135692,NAVY09634768,NAVY13637680,NAVY34863109,NAVY45526502,NAVY62069690,NAVY62556377,NAVY78923183,NAVY84644060,PINK02302184,PINK16009929,PINK18912271,PINK29781459,PINK61489770,PINK82402003,PINK88675914,PLUM04528248,PLUM09326166,PLUM12411257,PLUM13346397,PLUM22452467,PLUM34146859,PLUM66042806,PLUM86549937,PLUM91455037,PLUM92475275,PLUM93117346,ROSE17465252,ROSE33858120,ROSE43951110,ROSE48492681,ROSE60740287,ROSE62927561,ROSE78323122,ROSE97542726,RUBY15840500,RUBY21004331,RUBY42704146,RUBY65030742,RUBY66933038,RUBY67096843,RUBY74602709,RUBY88934844,RUBY97205155,TEAL02909436,TEAL18968861,TEAL75783413,TEAL78432578,TEAL80650242,TEAL96271047",1935
05-Jul-2014,15,34,8,23,28,24,9,2,Guinevere,"AQUA12873613,AQUA56568172,AQUA77170449,BLUE49548795,BLUE98003138,GOLD11776543,GOLD15321415,GOLD23766250,GOLD90377940,GOLD90879464,GOLD94601479,GREY25516890,GREY46485837,GREY66032269,JADE19168277,JADE36719179,JADE53621226,JADE63316829,JADE63492181,JADE84604291,LIME15741580,LIME33924831,LIME66690427,LIME84345092,NAVY42487334,NAVY51050993,NAVY53254440,NAVY79546774,NAVY87114712,NAVY98863593,PINK21381964,PINK45921245,PINK61044607,PINK63362029,PINK70378376,PINK82215867,PLUM19609907,PLUM72107996,PLUM89953362,ROSE32327045,RUBY04168262,RUBY15317436,RUBY24131502,RUBY61254952,RUBY77183378,TEAL37922599,TEAL69810123,TEAL87144969,TEAL91013750,TEAL95534372",1934
02-Jul-2014,43,18,48,1,38,20,42,2,Guinevere,"AQUA10080946,AQUA60393880,AQUA68805721,AQUA92012602,AQUA98031784,BLUE44989969,BLUE72690852,BLUE90137226,GOLD62531379,GOLD69234683,GOLD81672955,GOLD94304002,GREY79335413,GREY92712370,GREY98084283,JADE12050862,JADE14822324,JADE18494685,JADE25633089,JADE49216081,JADE63141172,JADE69326683,JADE77704255,JADE89539955,LIME20942767,LIME36098418,NAVY26787989,NAVY45300486,NAVY51481829,NAVY56464620,NAVY68203340,PINK00167811,PINK17870338,PINK41971014,PINK43286477,PINK51579483,PINK85703637,PINK97390644,PLUM41899992,PLUM77680357,PLUM97010783,PLUM99313478,ROSE39861535,ROSE45225260,ROSE94599062,RUBY19252855,RUBY51499320,TEAL12727074,TEAL18031678,TEAL32323137",1933
28-Jun-2014,30,43,49,12,28,8,42,3,Lancelot,"AQUA05364514,AQUA43230651,AQUA49969876,AQUA51303410,AQUA52882484,AQUA98517420,BLUE18203457,BLUE45761343,BLUE46224201,BLUE59716014,BLUE65796046,BLUE86194620,GOLD12996296,GOLD33861096,GOLD56578617,GOLD91235130,GOLD96107013,GOLD98762484,GREY07080843,GREY18409564,GREY27478810,GREY34899785,GREY40931322,GREY50893034,GREY64789307,GREY69488585,GREY75345375,GREY82845543,GREY95827847,JADE05071760,JADE05607786,JADE20808941,JADE35003825,JADE37868285,JADE59926718,JADE65899748,JADE85568840,JADE87401701,JADE99324762,LIME03023842,LIME22442741,LIME30753406,LIME48235143,LIME55709133,LIME59336150,LIME70436119,LIME71700004,LIME75226667,LIME84222465,LIME89684217,NAVY02364462,NAVY24986681,NAVY35239616,NAVY45358314,NAVY67397875,NAVY68961652,NAVY70146385,NAVY79178000,NAVY80660789,PINK07427640,PINK13850870,PINK28186332,PINK29669286,PINK37024418,PINK46109629,PINK80796338,PINK85495918,PINK96144284,PINK99497506,PLUM05677992,PLUM24707923,PLUM32997040,PLUM57019699,PLUM75397409,PLUM77038340,PLUM82757993,PLUM99324249,PLUM99625507,ROSE08833416,ROSE20446277,ROSE24884611,ROSE36207912,ROSE45033312,ROSE45269321,ROSE65743085,ROSE81300589,RUBY27532868,RUBY33667147,RUBY38623171,RUBY39820427,RUBY44134372,RUBY52285755,RUBY58939981,RUBY80628421,TEAL14593929,TEAL26631339,TEAL31649690,TEAL67253942,TEAL76632089,TEAL82076696",1932
25-Jun-2014,34,5,19,25,15,36,40,1,Guinevere,"AQUA02432583,AQUA28878140,AQUA45334718,AQUA51641124,AQUA58477492,AQUA79101651,AQUA95694580,AQUA95738504,BLUE10947436,BLUE48057050,BLUE82279526,GOLD11214911,GOLD25461575,GOLD38056574,GOLD60509559,GOLD61863326,GOLD62618992,GREY21746814,GREY46664730,JADE02472803,JADE20918003,JADE75674791,JADE94662366,LIME17253221,LIME30321744,NAVY23749540,NAVY60084837,NAVY76571318,NAVY81174586,PINK21726871,PINK33228536,PLUM06352914,PLUM15009429,PLUM24664685,PLUM50492434,PLUM60346818,ROSE08152130,ROSE21046592,ROSE59386857,ROSE61766536,ROSE84459856,RUBY39080643,RUBY94873183,RUBY98716697,TEAL29840482,TEAL47153036,TEAL49305322,TEAL65430730,TEAL73093316,TEAL83604608",1931
21-Jun-2014,17,3,13,27,40,7,19,4,Guinevere,"AQUA03330018,AQUA14537533,AQUA26527894,AQUA33960440,AQUA42989070,AQUA43461515,AQUA68024352,BLUE02148703,BLUE19881038,BLUE22804454,BLUE24596752,BLUE31050030,BLUE31466066,BLUE39816497,BLUE44370963,BLUE67324640,BLUE89824019,GOLD00397380,GOLD15660301,GOLD18812345,GOLD20464946,GOLD23609974,GOLD28037530,GOLD29243168,GOLD58094055,GOLD67110162,GREY09867692,GREY15357876,GREY18273579,GREY30473099,GREY71740012,GREY73582903,GREY81957207,GREY86998455,JADE06802681,JADE26861147,JADE40505446,JADE42684703,JADE70129567,JADE74263726,JADE78493451,JADE88534462,JADE88819625,LIME04642150,LIME13149889,LIME14035571,LIME17841609,LIME26335219,LIME26696522,LIME31889838,LIME35106274,LIME46734311,LIME64136274,LIME64874374,LIME93659052,LIME99336414,NAVY14857239,NAVY20393330,NAVY26618482,NAVY41700353,NAVY44658754,NAVY76505169,PINK11536338,PINK52116162,PINK60225355,PINK86634727,PLUM11254974,PLUM14392057,PLUM40246468,PLUM42417581,PLUM48284354,PLUM48695401,PLUM48943692,PLUM78761771,PLUM80811123,PLUM83194912,ROSE03212785,ROSE20792763,ROSE40637465,ROSE45993123,ROSE49769760,ROSE57128443,ROSE75963167,ROSE78284768,ROSE80393125,ROSE86036846,RUBY17111552,RUBY23177282,RUBY47270143,RUBY48688422,RUBY56808398,RUBY95445119,TEAL14007367,TEAL15356426,TEAL19141940,TEAL22302418,TEAL34063904,TEAL46605033,TEAL78393025,TEAL84821587",1930
18-Jun-2014,26,10,11,18,23,37,6,2,Lancelot,"AQUA08767870,AQUA13682614,AQUA19840505,AQUA27065171,AQUA31136589,AQUA60548034,AQUA60549962,AQUA62521543,AQUA62930308,AQUA65458542,AQUA92238232,BLUE10322078,BLUE66505504,GOLD05239814,GOLD71245565,GREY57338922,GREY79611596,GREY88065571,JADE04593539,JADE39722666,JADE44161543,JADE91631828,LIME75753305,LIME91418171,LIME94346118,NAVY03859185,NAVY17081836,NAVY66043660,NAVY79533533,NAVY93820423,PINK37653129,PINK84440884,PINK87985080,PLUM11400402,PLUM18781847,PLUM41223436,PLUM48303996,PLUM50439279,PLUM61716141,PLUM76802843,ROSE18967702,ROSE50963708,ROSE71904116,RUBY21294406,RUBY34334940,RUBY81393841,RUBY91338142,TEAL59771350,TEAL76960149,TEAL89038806",1929
14-Jun-2014,23,18,22,29,33,9,15,1,Lancelot,"AQUA10664000,AQUA31201189,AQUA69442719,AQUA81117406,AQUA88608882,AQUA95139037,BLUE10154403,BLUE35065248,BLUE35893458,BLUE97437809,GOLD01446809,GOLD28486297,GOLD67391319,GOLD85995788,GREY26293317,GREY41027935,GREY74838905,GREY78343919,GREY91233316,LIME36470353,LIME38505732,LIME55338174,LIME87707988,LIME89089380,LIME98767723,NAVY34563192,NAVY42916139,NAVY45801332,NAVY51379952,NAVY62258708,NAVY97514766,NAVY99443902,PINK09108311,PINK54125932,PINK60397985,PINK61101283,PINK63739176,PINK99486599,PLUM17796793,PLUM36051898,PLUM42567058,PLUM55794404,ROSE17225138,RUBY59360063,RUBY99817004,TEAL05075410,TEAL52053840,TEAL64805926,TEAL79066955,TEAL90510708",1928
11-Jun-2014,13,40,14,11,28,42,48,3,Guinevere,"AQUA02854153,AQUA22011666,AQUA32591502,AQUA77269611,AQUA81307324,BLUE58243225,BLUE63281487,GOLD12141625,GOLD20482376,GOLD56371269,GOLD60196910,GOLD83753008,GOLD89366992,GOLD90256553,GOLD91231329,GREY15659102,GREY27470081,GREY91367578,JADE28348047,LIME16132773,LIME64378329,LIME83077505,NAVY08904467,NAVY17068208,NAVY21086131,NAVY35678821,PINK07298044,PINK30120271,PINK41931776,PINK59222005,PINK65007576,PINK77903265,PINK86458407,PLUM02279040,PLUM43282120,PLUM51114259,PLUM55605520,PLUM73472338,PLUM97524175,ROSE10790974,ROSE35449743,ROSE61111643,ROSE81756994,ROSE95896691,RUBY53634528,RUBY62906226,TEAL10110907,TEAL34611113,TEAL53963253,TEAL70769063",1927
07-Jun-2014,16,44,23,5,10,31,37,1,Lancelot,"AQUA47729131,AQUA71985121,AQUA82443724,AQUA88389897,BLUE24108875,BLUE91351420,GOLD09725255,GOLD14689001,GOLD17783232,GOLD46541405,GOLD95855487,GREY01821212,GREY03392718,GREY13735075,GREY20420602,GREY21454903,GREY29665824,GREY30931424,GREY35371527,GREY52046474,GREY62098696,GREY62963730,GREY92043930,GREY98694258,JADE08624495,JADE11039411,JADE15214506,JADE22965179,JADE26345462,JADE42422899,JADE90642857,LIME00112623,LIME27253530,LIME32036320,LIME46667763,LIME55287177,LIME63702127,LIME79251112,LIME85521375,LIME92005677,LIME99510051,NAVY02461816,NAVY10561382,NAVY12053485,NAVY34237300,NAVY36264677,NAVY40315197,NAVY58578242,NAVY64488074,NAVY65162160,NAVY77984736,NAVY88616786,NAVY89200375,NAVY91616280,NAVY96054920,PINK24051706,PINK45645553,PINK53354749,PINK54653129,PINK65193645,PINK66611637,PINK79247339,PINK87058297,PLUM00487112,PLUM13885864,PLUM16121558,PLUM16719185,PLUM26653294,PLUM66455899,PLUM76614140,PLUM77270808,PLUM80282561,PLUM93127136,ROSE17608638,ROSE21086810,ROSE29709136,ROSE44808493,ROSE67049950,ROSE88866076,ROSE93740671,ROSE95272810,RUBY00545423,RUBY12008101,RUBY25332159,RUBY31373862,RUBY32057925,RUBY46095793,RUBY53241184,RUBY56134040,RUBY63932046,RUBY79351329,RUBY86761463,RUBY90027138,TEAL29472858,TEAL36399568,TEAL41731539,TEAL53209491,TEAL59382226,TEAL71705695,TEAL86155272",1926
